SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,,,,
'17080025,หมึกกล้วยหลอดแช่แข็ง 1 กก. (802413),หมึกกล้วยหลอดแช่แข็ง 1 กก. (802413),KG,,,225.75,,,,N,0,,,,,,
13000014,JUICE PINEAPPLE TIPCO 970ML.(1x3)/(438100),น้ำผลไม้-น้ำสับปะรดทิปโก้ 970 มล.(1x3)/(438100),Pack,,,224.75,,,,I,7,,,,,,
'15080027,SNACK-CHOCOLATE MILK IN WAFER KITKAT 17G.(1x24)(42289),ขนมตกแต่ง-ช็อกโกแลตนมสอดไส้เวเฟอร์คิทแคท17ก..(1x24)(42289),PACK,,,230.00,,,,I,7,,,,,,
'14010017,MARGARINE BUTTER ZEST GOLD 2KG.(840669),มาการีน-เนยสดเซสท์โกลด์ 2 กก.(840669),TANK,,,230.00,,,,I,7,,,,,,
'14030018,FILLING CHERRY 21OZ.WILDERNESS(184177),ฟิลลิ่งเชอรี่ 21 ออนซ์ ตราไวลด์เดอร์เนส(184177),Can,,,257.25,,,,I,7,,,,,,
'15070005,CEREAL MNESLI MULTI FRUITS HAHNE 1KG.(156524),ซีเรียล-มูสลี่มัลติฟรุตฮาทเน่1 กก.(156524),BAG,,,236.25,,,,I,7,,,,,,
'15070017,CEREAL MUESLI CHOCO BITS FAMILIA 375G.(129384),ซีเรียล-สวิสช็อกโกบิตส์ ตราแฟมิเลีย 375ก.(129384),BOX,,,236.25,,,,I,7,,,,,,
15010147,PEELED SPLIT MUNG BEAN RAITIP 500G. (1x6)/(22324),ถั่วเขียวเลาะเปลือกไร่ทิพย์ 500ก.(1x6)/(223244),Pack,,,236.25,,,,N,0,,,,,,
'13000031,JUICE CONCENTRATE ORANGE MANDARIN SUNQUICK 1L.(861710),น้ำผลไม้เข้มข้น-ส้มแมนดารินซันควิก 1ล.(861710),BTL,,,236.25,,,,I,7,,,,,,
'13000030,JUICE CONCENTRATE ORANGE SUNGUICK 1L.(112790),น้ำผลไม้เข้มข้น-ส้มซันควิก 1ล.(112790),BTL,,,236.25,,,,I,7,,,,,,
'17080006,หมึกกล้วยบั้งตาสับปะรดแช่แข็ง 1 กก.(227491),หมึกกล้วยบั้งตาสับปะรดแช่แข็ง 1 กก.(227491),KG,,,236.25,,,,N,0,,,,,,
'15010045,PICKED GARLIC PEARL MAE JIN 870G.(154551),กระเทียมโทนดองแม่จินต์ 870ก.(154551),BTL,,,238.25,,,,I,7,,,,,,
15010045,PICKED GARLIC PEARL MAE JIN 870G.(154551),กระเทียมโทนดองแม่จินต์ 870ก.(154551),BTL,,,238.25,,,,I,7,,,,,,
'12000082,เชอร์รี่สดนำเข้า#26 450G.(222192),เชอร์รี่สดนำเข้า#26 450G.(222192),Pack,,,240.50,,,,N,0,,,,,,
'15010170,WHOLE ALMOND SEED ARO 500 G. (184330),อัลมอนด์เม็ดเอโร่ 500ก.(184330),BAG,,,240.50,,,,N,0,,,,,,
'15010087,ALMOND POWDER ARO 500G.(819965),อัลมอนด์ผงเอโร่ 500 กรัม(819965),BAG,,,240.50,,,,I,7,,,,,,
'15010221,ALMOND SLICE 500G.ARO(184333),อัลมอนด์สไลด์ 500ก.ตราเอโร่(184333),BAG,,,246.75,,,,N,0,,,,,,
15080086,WHITE CHIPS TULIP 550G.(185037),ไวท์ชิพท์(ชนิดเม็ดกลาง) ตราทิวลิป 550ก.(185037),Pack,,,247.75,,,,I,7,,,,,,
'12010009,BIRD CHILI (233298),พริกขี้หนูสวนไม่เด็ด(233298),KG,,,345.50,,,,N,0,,,,,,
'15010068,SEEDS PUMPKIN HERITAGE 454G.(184221),เมล็ดฟักทองอบเฮอริเทจ 454ก.(184221),BAG,,,254.00,,,,I,7,,,,,,
'15070001,MUESLI-BERRY GRANOLA FAMILIA 500G.(129359),ซีเรียล-มูสลี่เบอร์รี่กลาโนล่า ตราแฟมิเลีย 500ก.(129359),BAG,,,254.00,,,,I,7,,,,,,
'15010129,LOTUS SEEDS 500G.(835928),เม็ดบัวอบแห้ง 500ก.(835928),BAG,,,257.25,,,,N,0,,,,,,
17080043,เนื้อกุ้งขาวแช่แข็ง 160-194 ตัว/กก.ตราเอโร่(816800),เนื้อกุ้งขาวแช่แข็ง 160-194 ตัว/กก.ตราเอโร่(816800),KG,,,262.50,,,,N,0,,,,,,
17080043,เนื้อกุ้งขาวแช่แข็ง 160-194 ตัว/กก.ตราเอโร่(816800),เนื้อกุ้งขาวแช่แข็ง 160-194 ตัว/กก.ตราเอโร่(816800),BAG,,,262.50,,,,N,0,,,,,,
'15120053,SAUCE WHITE SOYA NO.01 4.5L.(907301),ซีอิ๋วขาว ตราเด็กสมบูรณ์#สูตร14.5ลิตร(907301),GAL,,,264.50,,,,I,7,,,,,,
'15120018,SAUCE THIN SOYHEALTHY BOY 4.5L.(907301),ซีอิ๊วขาว#1 เด็กสมบูรณ์ 4.5 ลิตร(907301),GAL,,,264.50,,,,I,7,,,,,,
'17080018,เนื้ออกปูแช่แข็ง 500ก. (828348),เนื้ออกปูแช่แข็ง 500ก. (828348),BAG,,,252.00,,,,I,7,,,,,,
16010046,FROZEN ROTI SHEET ARO 1*20PCS/PACK(137426),แผ่นแป้งโรตีแช่แข็ง ตราเอโร่ 1*20ชิ้น/แพ็ค(137426),Pack,,,267.75,,,,I,7,,,,,,
'15120031,OYSTER SAUCE KNORR 5KG.(103421),ซอสหอยนางรม คนอร์ 5 กก.(103421),GAL,,,271.00,,,,I,7,,,,,,
'15020013,มะพร้าวฝอยอบแห้งขนาดเล็ก 1 กก.(215032),มะพร้าวฝอยอบแห้งขนาดเล็ก 1 กก.(215032),BAG,,,271.00,,,,I,7,,,,,,
'15010044,PEELED PEANUTS RAITIP 500G.(1x6)/(185825),ถั่วลิสงเลาะเปลือกไร่ทิพย์ 500ก.(1x6)/(185825),Pack,,,273.00,,,,N,0,,,,,,
'15010210,หัวหอมเจียว 1000ก.ตราคุณชาย(130068),หัวหอมเจียว 1000ก.ตราคุณชาย(130068),BAG,,,276.25,,,,I,7,,,,,,
15020014,ลำไยแห้ง 1000ก.ตราเอโร่(208320),ลำไยแห้ง 1000ก.ตราเอโร่(208320),Pack,,,282.50,,,,N,0,,,,,,
'17080014,เนื้อปูแช่แข็ง 500 ก.(828346),เนื้อปูแช่แข็ง 500 ก. (828346),BAG,,,283.50,,,,N,0,,,,,,
'15130063,ROSEMARY LEAF El AVION 500G.(167131),ใบโรสแมรี เอลเอวิออน 500ก.(167131),BAG,,,283.50,,,,N,0,,,,,,
'17080020,กุ้งขาวไว้หาง เอโร่ 90-106 ตัว/กก.(142161),กุ้งขาวไว้หาง เอโร่ 90-106 ตัว/กก.(142161),KG,,,283.50,,,,N,0,,,,,,
'17080036,กุ้งขาวไว้หางแช่แข็ง เอโร่ 90-106 ตัว/กก.(142161),กุ้งขาวไว้หางแช่แข็ง เอโร่ 90-106 ตัว/กก.(142161),Kg,,,283.50,,,,N,0,,,,,,
'15120054,SOY SAUCE KIKKOMAN 1.6L.(124600),ซอสถั่วเหลือง คิคโคแมน 1.6ล.(124600),BTL,,,300.25,,,,I,7,,,,,,
'15080009,POWDER COCOA DUTCH 380/400G.(137874),ผงโกโก้ดัทช์ 380/400ก.(137874),CAN,,,288.75,,,,I,7,,,,,,
17030005,อกเป็ดเนื้อล้วนแช่เเข็ง 1กก.ตราเอโร่(204467),อกเป็ดเนื้อล้วนแช่เเข็ง 1กก.ตราเอโร่(204467),Pack,,,303.50,,,,N,0,,,,,,
'15070008,CEREAL KELLOGG'S CORN FLAKES 1.2G.(860771),ซีเรียล-คอร์นเฟลกส์เคลล็อกส์ 1.2ก.(860771),BAG,,,294.00,,,,I,7,,,,,,
'14020003,CHEESE MASCARPONE TATUA 500G.(848996),มาสคาร์โพนชีสตาตัว 500ก.(848996),PACK,,,298.25,,,,I,7,,,,,,
'17080019,ไข่หมึกกล้วยแช่แข็ง 800ก.(224118),ไข่หมึกกล้วยแช่แข็ง 800ก.(224118),BAG,,,299.25,,,,N,0,,,,,,
'16010004,GOLDEN BAG SHRIMP ARO(1x48)/(179427),ถุงทองไส้กุ้งแช่แข็ง เอโร่ (1x48)/(179427),PACK,,,299.25,,,,I,7,,,,,,
'17080039,ปลาช่อนแดดเดียวแช่เเข็ง 3.-4ตัว/กก.1000ก.(860177),ปลาช่อนแดดเดียวแช่เเข็ง 3.-4ตัว/กก.1000ก.(860177),Kg,,,303.50,,,,I,7,,,,,,
'17080037,ปลาช่อนแดดเดียวแช่เเข็ง 4-5ตัว/กก.(860177),ปลาช่อนแดดเดียวแช่เเข็ง 4-5ตัว/กก.(860177),Kg,,,303.50,,,,N,0,,,,,,
'17070007,RASPBERRY FROZEN  ARO 1KG.(127970),ราสเบอร์รี่แช่แข็ง เอโร่ 1 กก.(127970),KG,,,303.50,,,,N,0,,,,,,
'15120072,ซอสเห็ดทรัฟเฟิลดำ 180ก. ยี่ห้อจูเลียโน่ ทาร์ทูฟี(864324),ซอสเห็ดทรัฟเฟิลดำ 180ก. ยี่ห้อจูเลียโน่ ทาร์ทูฟี(864324),Btl,,,304.50,,,,I,7,,,,,,
22140014,สุราข้าวหอมนิยมไทย 40 ดีกรี 625มล.(1x3)/(894837),สุราข้าวหอมนิยมไทย 40 ดีกรี 625มล.(1x3)/(894837),Pack,,,304.50,,,,I,7,,,,,,
'15120015,SAUCE OYSTER TRA MAE KRUA 4.5 L. (106957),ซอสหอยนางรม ตราแม่ครัว 4.5 ลิตร(106957),GAL,,,305.50,,,,I,7,,,,,,
'22140007,SANG SOM 70 CL. (192995),SANG SOM 70 CL. (192995),Btl,,,309.75,,,,I,7,,,,,,
'15070013,CORNFLAKES CEREAL NESTLE 1.5KG.(180864),ซีเรียล-คอร์นเฟลกส์เนสท์เล่ 1.5 กก.(180864),BAG,,,356.00,,,,I,7,,,,,,
'20000010,SPRITE PLASTIC BTL 1.25 L.1x12/(358930),SPRITE PLASTIC BTL 1.25 L.1x12/(358930),PACK,,,310.75,,,,I,7,,,,,,
'20000003,COKE PLASTIC BTL 1.25 L. (1x12)/(358891),โค้ก(ขวด) 1.25ล.(1x12)/(358891),PACK,,,310.75,,,,I,7,,,,,,
'20000005,ORANGE FANTA PLASTIC BTL 1.25L.(1x12)/(359151),น้ำส้มแฟนต้า(ขวด) 1.25ล.(1x12)/(359151),PACK,,,310.75,,,,I,7,,,,,,
15120017,SAUCE SUKIYAKI PANTAI 830G.(1x3)/(115834),น้ำจิ้มสุกี้กวางตุ้งพันท้าย 830ก.(1x3)/(115834),Pack,,,311.75,,,,I,7,,,,,,
'15010001,ALMOND WHOLE 1 KG. (818285),อัลม่อลเม็ด 1 กก. (818285),KG,,,314.00,,,,N,0,,,,,,
'15080049,GELATIN POWDER MCGARRETT 500G. (830863),ผงเจลาติน แม็กกาแรต 500ก.(830863),BAG,,,320.25,,,,I,7,,,,,,
'15010128,ผลไม้กระป๋อง-ลำไยในน้ำเชื่อมมาลี  565ก. (1x3)/(317980),ผลไม้กระป๋อง-ลำไยในน้ำเชื่อมมาลี  565ก. (1x3)/(317980),Pack,,,321.25,,,,I,7,,,,,,
'15010223,JUICE CAN-LYCEE MALEE 20OZ.(1x3)/303329,ผลไม้กระป๋อง-ลิ้นจี่ในน้ำเชื่อม ตรามาลี 20OZ.(1x3)/303329,Pack,,,321.25,,,,I,7,,,,,,
'15120036,TOMATO PASTE MICA   3.2KG. (140418),ซอสมะเขือเทศเข้มข้น ไมก้า 3.2กก.(140418),TANK,,,325.50,,,,I,7,,,,,,
14000034,น้ำนมถั่วเหลืองยูเอชที(สูตรเจ) 250 มล.ตราไวตามิ้ลค์ 1*36/ลัง(510510),น้ำนมถั่วเหลืองยูเอชที(สูตรเจ) 250 มล.ตราไวตามิ้ลค์ 1*36/ลัง(510510),Case,,,327.50,,,,I,7,,,,,,
'20000009,SPRITE CAN 325 ML.1x24/(358839),SPRITE CAN 325 ML.1x24/(358839),TRAY,,,330.75,,,,I,7,,,,,,
'20000001,COKE CAN 325 ML.(1x24)/(358579),โค้ก(กระป๋อง) 325มล.(1x24)/(358579),TRAY,,,330.75,,,,I,7,,,,,,
'20000002,COKE LIGHT CAN 325 ML.(1x24)/(100512),โค้กไลท์(กระป๋อง) 325มล.(1x24)/(100512),TRAY,,,330.75,,,,I,7,,,,,,
'20000013,COKE ZERO CAN 325 ML.1x24/(100511),โค้กซีโร่(กระป๋อง) 325มล.1x24/(100511),TRAY,,,330.75,,,,I,7,,,,,,
'15090015,HONERY BEE VECHPONG 760CC.(903344),น้ำผึ้งเวชพงศ์ 760 ซีซี (903344),BTL,,,325.50,,,,I,7,,,,,,
'15120002,CHILLI PASTE IN OIL MAE PRANOM 3 KG. (153014),น้ำพริกเผาไทย แม่ประนอม 3กก.(153014),GAL,,,321.25,,,,I,7,,,,,,
'20000004,ORANGE FANTA CAN 325 ML.1x24/(358657),น้ำส้มแฟนต้า(กระป๋อง) 325 มล.1x24/(358657),TRAY,,,330.75,,,,I,7,,,,,,
'15120030,CHILLI SAUCE HEINZ 5KG.(210724),ซอสพริก ไฮน์ 5กก.(210724),GAL,,,334.00,,,,I,7,,,,,,
'15120033,TOMATO SAUCE HEINZ  5KG.(109777),ซอสมะเขือเทศ ไฮน์  5 กก.(109777),GAL,,,334.00,,,,I,7,,,,,,
'17010003,ขาหมูเยรมันยี่ห้อซีพีคุโรบุตะ 700ก./ชิ้น(848903),ขาหมูเยรมันยี่ห้อซีพีคุโรบุตะ 700ก./ชิ้น(848903),PCS,,,335.00,,,,I,7,,,,,,
'15010018,CHERRIES STEM MARASCHINO OLIVIA 737G.(823133),เชอร์รี่ก้านมาราสชิโนโอลิเวีย 737ก.(823133),BTL,,,336.00,,,,I,7,,,,,,
'14020016,CHEESE CREAM ANCHOR 1KG.(142554),ครีมชีสแองคอร์ 1 กก.(142554),KG,,,336.00,,,,N,0,,,,,,
'14010016,MARGARINE BLUEBAND 2KG.(866198),มาการีน-บลูแบนด์เบสฟู้ดส์ 2 กก.(866198),TANK,,,336.00,,,,I,7,,,,,,
'15130041,DAMIGRADE BROWN SAUCE 1KG.(1x6)/(14404),ผงเดมิเกรชบราวซอส คนอร์ 1 กก.(1x6)/(14404),BOX,,,338.00,,,,I,7,,,,,,
'14000018,MILK UHT FOREMOST 180ML.(1x36)/(807744),นมยูเอชทีรสจืดโฟร์โมสต์ 180มล.(1x36)/(807744),CASE,,,345.50,,,,N,0,,,,,,
'15010120,HAZELNUT HERITAGE 500G.(184596),ฮาเซลนัทดิบเฮอริเทจ 500ก.(184596),BAG,,,343.25,,,,N,0,,,,,,
17080041,กุ้งขาวไว้หางแช่แข็ง 90-106 ตัว/กก.ตรา YUMMY TALE(198796),กุ้งขาวไว้หางแช่แข็ง 90-106 ตัว/กก.ตรา YUMMY TALE(198796),BAG,,,345.50,,,,N,0,,,,,,
12000087,BLUEBERRIES 500G./PACK(868200),บลูเบอรี่สด 500ก./แพ็ค(868200),Pack,,,345.50,,,,N,0,,,,,,
'15010199,ไก่หยองสำหรับเบเกอรี่ 1000ก.ยี่ห้อเอโร่(160668),ไก่หยองสำหรับเบเกอรี่ 1000ก.ยี่ห้อเอโร่(160668),BAG,,,351.75,,,,I,7,,,,,,
'16010002,COCTAL SAMOSA HALDIRAM 20 G. (1x70) (829979),ซาโมซ่าค็อกเทล ซาฮาดิรัม 20ก.(1x70)/(829979),PACK,,,351.75,,,,I,7,,,,,,
'16010007,SAMOSA PUNJABI HALDIRAM 20G.(1x20)/(861343),ซาโมซ่าปัญจาบ ฮาดิรัม 20ก.(1x20)/(861343),PACK,,,351.75,,,,I,7,,,,,,
'20000006,SCHWEPPES GINGER ALE CAN 330 ML. (1x24) (146882),SCHWEPPES GINGER ALE CAN 330 ML. (1x24) (146882),TRAY,,,358.00,,,,I,7,,,,,,
'20000007,SCHWEPPES TONIC WATER CAN 330 ML. (1x24) (146879),SCHWEPPES TONIC WATER CAN 330 ML. (1x24) (146879),TRAY,,,358.00,,,,I,7,,,,,,
'17080015,เนื้อหอยเชลล์แช่แข็ง 40-60 ตัว 1 กก. (148055),เนื้อหอยเชลล์แช่แข็ง 40-60 ตัว 1 กก.(148055),KG,,,356.00,,,,N,0,,,,,,
'16010012,ซาโมซ่าผักมุมตัส(1x50)/(853144),ซาโมซ่าผัก มุมตัส(1x50)/(853144),BAG,,,356.00,,,,I,7,,,,,,
'15120001,CHICKEN DIPPING SAUCE 5KG.(24908),น้ำจิ้มไก่ แม่ประนอม 5 กก.(24908),GAL,,,360.25,,,,I,7,,,,,,
'22010011,REGENCY 35 CL. (153761),REGENCY 35 CL. (153761),Btl,,,362.25,,,,I,7,,,,,,
'17080021,กุ้งขาวไว้หางแช่แข็ง เซพแพ็ค 32-38 ตัว/กก.(155650),กุ้งขาวไว้หางแช่แข็ง เซพแพ็ค 32-38 ตัว/กก.(155650),KG,,,362.25,,,,N,0,,,,,,
'15070012,CEREAL MUESLI MULTI FRUITS MCGARRETT1.5KG.(205289),ซีเรียล-มูสลี่มัลติฟรุตแม็กกาแรต 1.5กก.(205289),BAG,,,365.50,,,,I,7,,,,,,
'14020007,MOZZARELLA CHEESE SHREDDED ANCHOR 2KG. (179715),มอสซาเรลล่าชีสชนิดขูดแองเคอร์ 2 กก.(179715),BAG,,,733.00,,,,I,7,,,,,,
15120080,มะเขือเทศปอกเปลือก(วีสุเวียนา) 2.55กก.ตราโฟมมา(199081),มะเขือเทศปอกเปลือก(วีสุเวียนา) 2.55กก.ตราโฟมมา(199081),Can,,,366.50,,,,I,7,,,,,,
'17080023,ปลาเก๋าติดหนังสไลซ์แช่แข็ง 15-25ก./ชิ้น 500ก.(898804),ปลาเก๋าติดหนังสไลซ์แช่แข็ง 15-25ก./ชิ้น 500ก.(898804),PACK,,,367.50,,,,N,0,,,,,,
'15120057,SUSHI SOY SAUCE KIKKOMAN 1.6 L. (169915),ซอสซูชิโชยุ คิคโคแมน 1.6ล.(169915),BTL,,,372.75,,,,I,7,,,,,,
'15010007,BLANCHED SLICED ALMONDS HERITAGE 454 G. (184565),อัลมอนด์ดิบสไลซ์เฮอริเทจ 454ก.(184565),BAG,,,372.75,,,,N,0,,,,,,
15130091,ยี่หร่าป่น 1000ก.ตราเอโร่(165859),ยี่หร่าป่น 1000ก.ตราเอโร่(165859),BAG,,,377.00,,,,N,0,,,,,,
'15130014,OREGANO LEAVES McCORMICK 141G.(184752),ออริกาโน่ แม็คคอร์มิค 141ก.(184752),BTL,,,377.00,,,,I,7,,,,,,
'15010171,YEE RA SEED 1KG.(165858),เม็ดยี่หร่า 1 กก.(165858),BAG,,,380.00,,,,N,0,,,,,,
'15090016,HONEY ARO SIZE 1L.(1x2)(673348),น้ำผึ้งแท้ 100% เอโร่ 1 กก.(1x2)(673348),Pack,,,383.25,,,,N,0,,,,,,
'15010046,PISTACHIO NUT HERITAGE 250G.(201747),ถั่วพิสตาชิโอดิบเฮอริเทจ 250ก.(201747),BAG,,,384.25,,,,N,0,,,,,,
'17020006,NEW ORLEANS CHICKEN MID WING ARO 1KG.(816698),ไก่นิวออร์ลีนส์ปีกกลางแช่แข็ง เอโร่ 1 กก.(816698),KG,,,387.50,,,,I,7,,,,,,
15050031,แป้งสาลี ตราว่าว 1 กก.1x10/(184647),แป้งสาลี ตราว่าว 1 กก.1x10/(184647),Case,,,388.50,,,,I,7,,,,,,
'15010154,RAW WALNUT HERITAGE 454G.(184602),วอลนัทดิบเฮอริเทจ 454ก.(184602),BAG,,,388.50,,,,N,0,,,,,,
'15010097,CHERRIES BROOK MARASCHION 794G.(183432),เชอร์รี่แดงมีก้านบรูคมาราสชิโน 794ก.(183432),BTL,,,498.75,,,,I,7,,,,,,
'17080013,เนื้อปลากะพงสไลซ์แช่แข็ง 20-30 ก. 1 กก.(821269),เนื้อปลากะพงสไลซ์แช่แข็ง 20-30 ก. 1 กก. (821269),KG,,,398.00,,,,N,0,,,,,,
'17080004,เนื้อปลากะพงสไลซ์แช่แข็ง 10-15 ก. 1 กก.(821267),เนื้อปลากะพงสไลซ์แช่แข็ง10-15 ก. 1 กก.(821267),KG,,,398.00,,,,N,0,,,,,,
'15010146,PECAN NUT ARO 500G.(818284),ถั่วพีแคนตราเอโร่ 500ก.(818284),BAG,,,398.00,,,,N,0,,,,,,
'15130025,THYME LEAVE McCORMICK 170 G. (184747),ใบไทม์ แม็คคอร์มิค 170ก.(184747),BTL,,,400.00,,,,I,7,,,,,,
15080083,SNACK-CHOCOLATE KITKAT 17G.(1x48)/59150,ขนมตกแต่ง-ช็อกโกแลต คิทแคท17ก.(1x48)/59150,Box,,,405.25,,,,I,7,,,,,,
'15010074,SESAMI WHITE SEED 500G. RAITIP 1*6/223237,เม็ดงาขาว 500ก.ตราไร่ทิพย์ 1*6/223237,Pack,,,409.50,,,,N,0,,,,,,
'14000033,MILK UHT THAIDENMARK 200 ML.(1x36)/CASE(123498),นมยูเอสทีรสจืด 200 มล.ยี่ห้อไทยเดนมาร์ค 1*36/ลัง(123498),Case,,,399.00,,,,N,0,,,,,,
'15010214,อัลมอนด์แท่ง 500ก.ตราเฮอริเทจ(184564),อัลมอนด์แท่ง 500ก.ตราเฮอริเทจ(184564),BAG,,,409.50,,,,N,0,,,,,,
15080097,ขนมปังปิ๊บ มินิจักรทองไส้แยมสับปะรด 5กก.ตรา M&K(826053),ขนมปังปิ๊บ มินิจักรทองไส้แยมสับปะรด 5กก.ตรา M&K(826053),Tank,,,419.00,,,,I,7,,,,,,
'15010088,ALMOND SLICE ARO 1KG. (818275),อัลมอนด์สไลซ์เอโร่ 1 กก.(818275),BAG,,,419.00,,,,N,0,,,,,,
'14000005,MILK UHT 225ML.(1x36)/(70109),นมรสจืดยูเอสทีโฟร์โมสต์ 225มล.(1x36)/(70109),CASE,,,426.25,,,,N,0,,,,,,
'15130022,ROSEMARY LEAVE MCCORMICK170G.(184920),ใบโรสแมรี่ แม็คคอร์มิก170ก.(184920),BTL,,,429.50,,,,I,7,,,,,,
'22140009,MEKHONG 70 CL.(818024),MEKHONG 70 CL.(818024),Btl,,,445.25,,,,I,7,,,,,,
'15010019,CHERRY IN SYRUP S&W 750G.(184150),เชอร์รี่แดงมีก้านในน้ำเชื่อม S&W 750ก.(184150),BTL,,,446.25,,,,I,7,,,,,,
'15130042,DEMI GLACE GOLD BROWN KNORR 1KG.(181080),ผงปรุงเดมิเกลซบราวน์ซอสโกลด์ คนอร์ 1 กก.(181080),KG,,,448.25,,,,I,7,,,,,,
'15070004,CEREAL KOKO KRUNCH NESTLE 1.5KG.(180842),ซีเรียล-โกโก้ครั้นซ์เนสท์เล่ 1.5 กก.(180842),BAG,,,450.50,,,,I,7,,,,,,
'15130019,PEPER BLACK POWDER 1KG.(169261),พริกไทยดำป่น 1 กก.(169261),KG,,,450.50,,,,N,0,,,,,,
'15010220,อัลมอนด์แท่ง 1000ก.ตราเอโร่(818276),อัลมอนด์แท่ง 1000ก.ตราเอโร่(818276),BAG,,,450.50,,,,N,0,,,,,,
'15010185,อัลมอนด์แท่งมีผิว 1000ก.ตราเอโร่(818277),อัลมอนด์แท่งมีผิว 1000ก.ตราเอโร่(818277),BAG,,,450.50,,,,N,0,,,,,,
'15130016,PAPRIKA MCCORMICK 510G.(184926),ผงปาปริก้า แม็คคอร์มิค 510ก.(184926),BTL,,,452.50,,,,I,7,,,,,,
'15130003,BAY LEAVES MCCORMICK 56G.(184744),ใบเบย์ แม็คคอร์มิค 56ก.(184744),BTL,,,458.75,,,,I,7,,,,,,
'15010132,MACADAMIA NUT ARO 500 G. (818286),ถั่วแมคคาเดเมียเอโร่ 500ก.(818286),BAG,,,461.00,,,,N,0,,,,,,
'15010002,AMUL GHEE 1 L. (852349),เนยใสอมูลกี 1 ลิตร (852349),BTL,,,514.50,,,,I,7,,,,,,
'22130011,PHOENIX COCONUT RUM 70 CL. (132304),PHOENIX COCONUT RUM 70 CL. (132304),Btl,,,487.25,,,,I,7,,,,,,
'15140007,RICE SUPER KERNEL BASMATI ANMOL 5KG.(193633),ข้าวบาสมาติ อันมล 5 กก.(193633),BAG,,,509.25,,,,N,0,,,,,,
'15140008,SELLA BASMATI PA RI 5KG. (826899),ข้าวบาสมาติ นางฟ้า 5 กก.(826899),BAG,,,519.75,,,,I,7,,,,,,
'14000006,MILK UHT PLAIN THAI-DENMARK 250ML.(1x36)/(824817),นมรสจืดยูเอชทีไทยเดนมาร์ค 250มล.(1x36)/(824817),CASE,,,514.50,,,,N,0,,,,,,
'15140001,JASMINE RICE BENJARONG 15KG.(175231),ข้าวหอมมะลิแท้ เบญจรงค์ 15กก.(175231),SACK,,,535.50,,,,N,0,,,,,,
'15010168,WALNUT ARO 1 KG. (818287),วอลนัตเอโร่ 1 กก.(818287),BAG,,,566.00,,,,N,0,,,,,,
'15140004,RICE BASMATI KITCHENKING 5KG.(913352),ข้าวบาสมาติก คิดเช็นคิง 5 กก.(913352),BAG,,,572.25,,,,I,7,,,,,,
21010002,BEER CHANG COLD BREW CAN 490 ML.1x12/(854716),เบียร์ช้างโคลด์บูรว์(กระป๋อง) 490 มล.1x12/(854716),TRAY,,,597.50,,,,I,7,,,,,,
'15120065,อะยิมิรินคิดโคแมน 1.8 ล.(169912),อะยิมิริน คิดโคแมน 1.8ล.(169912),BTL,,,603.75,,,,I,7,,,,,,
'15010133,MACADAMIAS NUT 2 HERITAGE 500 G. (184606),แมคคาเดเมียเม็ดดิบเฮอริเทจ 500ก.(184606),BAG,,,608.00,,,,N,0,,,,,,
'15080084,มันฝรั่งแผ่นหยักเกลือเหลือง เลย์ 11ก.(1x144)/(221581),มันฝรั่งแผ่นหยักเกลือเหลือง เลย์ 11ก.(1x144)/(221581),Case,,,611.00,,,,I,7,,,,,,
'17060004,FROZEN MIX VEGETABLE ARO 1KG.(1x10)/(124406),ผักรวมแช่แข็ง เอโร่ 1 กก.(1x10)/(124406),CASE,,,619.50,,,,N,0,,,,,,
'21010018,BEER CHANG LARGE 620 ML.(1x12)/(190814),เบียร์ช้างคลาสสิค(ขวด)620มล.(1x12)/(190814),Case,,,660.50,,,,I,7,,,,,,
'15010138,MASHED POTATO KNORR 2KG.(827552),มันฝรั่งบดสำเร็จรูปคนอร์ 2 กก.(827552),BOX,,,665.75,,,,I,7,,,,,,
22080005,SMIRNOFF VODKA 70 CL. (107967),SMIRNOFF VODKA 70 CL. (107967),Btl,,,679.25,,,,I,7,,,,,,
'15090064,น้ำตาลทรายขาว1กก.ตราวังขนาย 1*25/กส.(825262),น้ำตาลทรายขาว1กก.ตราวังขนาย 1*25/กส.(825262),Sack,,,682.50,,,,I,7,,,,,,
15090071,น้ำตาลทรายขาว 1 กก.ตราษฎา 1*25/กส.(864210),น้ำตาลทรายขาว 1 กก.ตราษฎา 1*25/กส.(864210),Sack,,,682.50,,,,I,7,,,,,,
'21010007,BEER CHANG COLD BREW BTL 620 ML.1x12/(853030),เบียร์ช้างโคลด์บูรว์(ขวด ) 620 มล.1x12/(853030),CASE,,,708.75,,,,I,7,,,,,,
'15090066,น้ำตาลทรายขาวบริสุทธิ์ 1 กก.ตรามิตรผล 1*25/กส.(230394),น้ำตาลทรายขาวบริสุทธิ์ 1 กก.ตรามิตรผล 1*25/กส.(230394),Sack,,,708.75,,,,I,7,,,,,,
15090070,น้ำตาลทรายขาว 1กก.ตราษฎา 1*25/แพ็ค(864208),น้ำตาลทรายขาว 1กก.ตราษฎา 1*25/แพ็ค(864208),Sack,,,708.75,,,,I,7,,,,,,
15090068,SUGAR WHITE 1KG.LIN 1*25/(825260),น้ำตาลทรายขาว 1กก.ตราลิน 1x25/(825260),Sack,,,708.75,,,,I,7,,,,,,
